################################################################
# ThreatFox IOCs: recent additions - CSV format                #
# Last updated: 2024-06-16 20:49:38 UTC                        #
#                                                              #
# Terms Of Use: https://threatfox.abuse.ch/faq/#tos            #
# For questions please contact threatfox [at] abuse.ch         #
################################################################
#
# "first_seen_utc","ioc_id","ioc_value","ioc_type","threat_type","fk_malware","malware_alias","malware_printable","last_seen_utc","confidence_level","reference","tags","anonymous","reporter"
"2024-06-16 20:49:38", "1285619", "homeimageidea.com", "domain", "botnet_cc", "win.plugx", "Destroy RAT,Kaba,Korplug,Sogu,TIGERPLUG,RedDelta", "PlugX", "", "50", "https://jp.security.ntt/tech_blog/controlplug", "darkpeony,OperationControlPlug", "0", "Rony"
"2024-06-16 17:05:30", "1285497", "27de56865fc150740669f9fd8333f86ef55f5c53", "sha1_hash", "payload", "win.strelastealer", "None", "StrelaStealer", "", "95", "None", "None", "0", "Grim"
"2024-06-16 17:05:29", "1285496", "0ee9a0317342d545c2bfd9e3fbd627f9", "md5_hash", "payload", "win.asyncrat", "None", "AsyncRAT", "", "95", "None", "None", "0", "Grim"
"2024-06-16 17:05:28", "1285495", "ecc6b2506aeaac13da0562a6a5d35c802eea9c6232c49cc4583d7c5c13bbbc0f", "sha256_hash", "payload", "win.asyncrat", "None", "AsyncRAT", "", "95", "None", "None", "0", "Grim"
"2024-06-16 17:05:25", "1285494", "b75bbb5092930bbbe83de54a50805bf1a7445762", "sha1_hash", "payload", "win.asyncrat", "None", "AsyncRAT", "", "95", "None", "None", "0", "Grim"
"2024-06-16 17:05:24", "1285492", "934dd6cd9571839de7c40a6d26881b56759bd1267a5f4baab39e47f42c8c8206", "sha256_hash", "payload", "win.strelastealer", "None", "StrelaStealer", "", "95", "None", "None", "0", "Grim"
"2024-06-16 17:05:24", "1285493", "9f727f8074ee96ebafec98ce52ce9686", "md5_hash", "payload", "win.strelastealer", "None", "StrelaStealer", "", "95", "None", "None", "0", "Grim"
"2024-06-16 17:05:20", "1285491", "24eb44b7df3b0feed72667dfca25ec2d754de591", "sha1_hash", "payload", "win.strelastealer", "None", "StrelaStealer", "", "95", "None", "None", "0", "Grim"
"2024-06-16 17:05:19", "1285490", "d6bb4c6e64ea50fc0850983b65e7364e", "md5_hash", "payload", "win.nimgrabber", "None", "NimGrabber", "", "95", "None", "None", "0", "Grim"
"2024-06-16 17:05:18", "1285489", "d7fef2df3f4f1d7222ee156cb6f56410c9b17587f0614940b03ce062e8fcca65", "sha256_hash", "payload", "win.nimgrabber", "None", "NimGrabber", "", "95", "None", "None", "0", "Grim"
"2024-06-16 17:05:14", "1285487", "275d16ebd070c8ad1c4e3717bafe1e76", "md5_hash", "payload", "win.asyncrat", "None", "AsyncRAT", "", "95", "None", "None", "0", "Grim"
"2024-06-16 17:05:14", "1285488", "275b2d4f7f60ee665e18ed576f854e9acf74d22e", "sha1_hash", "payload", "win.nimgrabber", "None", "NimGrabber", "", "95", "None", "None", "0", "Grim"
"2024-06-16 17:05:13", "1285486", "4b4c5aed86e3530fe1a847c367cd0ed5ec050b7d6ff95d09838bea52c9df470a", "sha256_hash", "payload", "win.asyncrat", "None", "AsyncRAT", "", "95", "None", "None", "0", "Grim"
"2024-06-16 17:05:08", "1285485", "a8fb0f14d58417389a910520d8d6fc102d05cda7", "sha1_hash", "payload", "win.asyncrat", "None", "AsyncRAT", "", "95", "None", "None", "0", "Grim"
"2024-06-16 17:05:07", "1285484", "55f14ddb9cb98c506b5667dc899e713b", "md5_hash", "payload", "win.njrat", "Bladabindi,Lime-Worm", "NjRAT", "", "95", "None", "None", "0", "Grim"
"2024-06-16 17:05:06", "1285483", "651dd96a90091b85c380db91123753a1a1bfb4182519bdf4d8ee4f387a900e16", "sha256_hash", "payload", "win.njrat", "Bladabindi,Lime-Worm", "NjRAT", "", "95", "None", "None", "0", "Grim"
"2024-06-16 17:05:02", "1285482", "9580c4f224b159b31f1f9700290e58de8c96cf2c", "sha1_hash", "payload", "win.njrat", "Bladabindi,Lime-Worm", "NjRAT", "", "95", "None", "None", "0", "Grim"
"2024-06-16 17:05:01", "1285480", "52e7510e97f558788067937c97a268ad4951d22f8b94d87855bcb3dd4d6e6708", "sha256_hash", "payload", "win.coinminer", "None", "Coinminer", "", "95", "None", "None", "0", "Grim"
"2024-06-16 17:05:01", "1285481", "543e80dbd2fa8ddf8cebccc1099b4609", "md5_hash", "payload", "win.coinminer", "None", "Coinminer", "", "95", "None", "None", "0", "Grim"
"2024-06-16 17:04:58", "1285478", "670a4332ef2c1b9565c7eabae4d96118", "md5_hash", "payload", "win.redline_stealer", "RECORDSTEALER", "RedLine Stealer", "", "95", "None", "None", "0", "Grim"
"2024-06-16 17:04:58", "1285479", "dae57bb7f0ef4e045e0da446ac8e8f546e341147", "sha1_hash", "payload", "win.coinminer", "None", "Coinminer", "", "95", "None", "None", "0", "Grim"
"2024-06-16 17:04:57", "1285477", "d343a781dec5fea6f9e8bb491fe8334889fdd4c4d5b4f0c768ca2233da8f41bd", "sha256_hash", "payload", "win.redline_stealer", "RECORDSTEALER", "RedLine Stealer", "", "95", "None", "None", "0", "Grim"
"2024-06-16 17:04:55", "1285476", "59e79d8ceffe4b3fb1d25f8cd2a0b39d86050fa5", "sha1_hash", "payload", "win.redline_stealer", "RECORDSTEALER", "RedLine Stealer", "", "95", "None", "None", "0", "Grim"
"2024-06-16 17:04:54", "1285475", "1194e62491f4f10fcf9350468f24008c", "md5_hash", "payload", "win.agent_tesla", "AgenTesla,AgentTesla,Negasteal", "Agent Tesla", "", "95", "None", "None", "0", "Grim"
"2024-06-16 17:04:53", "1285474", "5b58d926eed5092379ee1a476cb4faa6b5ea3f8ad79e8c2e0c52c0b91784bc38", "sha256_hash", "payload", "win.agent_tesla", "AgenTesla,AgentTesla,Negasteal", "Agent Tesla", "", "95", "None", "None", "0", "Grim"
"2024-06-16 17:04:51", "1285473", "0763182ea5268195e565382d2067036477d37d25", "sha1_hash", "payload", "win.agent_tesla", "AgenTesla,AgentTesla,Negasteal", "Agent Tesla", "", "95", "None", "None", "0", "Grim"
"2024-06-16 17:04:50", "1285471", "c58049ff195a22aae0ea2347da63b2a135fe1e5295d427e2edf7cbc611715242", "sha256_hash", "payload", "win.luca_stealer", "None", "Luca Stealer", "", "95", "None", "None", "0", "Grim"
"2024-06-16 17:04:50", "1285472", "284afe4531821e9b523ca8f8c8765096", "md5_hash", "payload", "win.luca_stealer", "None", "Luca Stealer", "", "95", "None", "None", "0", "Grim"
"2024-06-16 17:04:47", "1285469", "9b9c3e3dbe3ee53a57bfab070ee6be8e", "md5_hash", "payload", "win.socks5_systemz", "None", "Socks5 Systemz", "", "95", "None", "None", "0", "Grim"
"2024-06-16 17:04:47", "1285470", "e580a0953d6e9bfa7731ad699d42e702aa6dbe63", "sha1_hash", "payload", "win.luca_stealer", "None", "Luca Stealer", "", "95", "None", "None", "0", "Grim"
"2024-06-16 17:04:46", "1285468", "9232fd1e7662b3c2ef8bce1e720c6c5ea44606001fd78a59cae59079b3d1c074", "sha256_hash", "payload", "win.socks5_systemz", "None", "Socks5 Systemz", "", "95", "None", "None", "0", "Grim"
"2024-06-16 17:04:43", "1285466", "c04fb04ec97ed7f908f2710bd3344384", "md5_hash", "payload", "win.luca_stealer", "None", "Luca Stealer", "", "95", "None", "None", "0", "Grim"
"2024-06-16 17:04:43", "1285467", "f30398404ebbb663d796b7415e6fc0fcbac7e458", "sha1_hash", "payload", "win.socks5_systemz", "None", "Socks5 Systemz", "", "95", "None", "None", "0", "Grim"
"2024-06-16 17:04:42", "1285465", "ecec0cf3a79928b39ebaedccd677cf4a168441801c99cf5d9ee333cf1a161d2f", "sha256_hash", "payload", "win.luca_stealer", "None", "Luca Stealer", "", "95", "None", "None", "0", "Grim"
"2024-06-16 17:04:40", "1285464", "3ea8e3dd3715ce0af736327bac00515adf0e820c", "sha1_hash", "payload", "win.luca_stealer", "None", "Luca Stealer", "", "95", "None", "None", "0", "Grim"
"2024-06-16 17:04:39", "1285462", "573c9cd50b73dbd409af40dc852bc5f77d03164a1cb484f920ba6b3ec1072811", "sha256_hash", "payload", "win.luca_stealer", "None", "Luca Stealer", "", "95", "None", "None", "0", "Grim"
"2024-06-16 17:04:39", "1285463", "a4d2113422a7e363a330179f130ac6f8", "md5_hash", "payload", "win.luca_stealer", "None", "Luca Stealer", "", "95", "None", "None", "0", "Grim"
"2024-06-16 17:04:36", "1285460", "b07f58e752a7a0d3e8ec003a6abf8c44", "md5_hash", "payload", "win.luca_stealer", "None", "Luca Stealer", "", "95", "None", "None", "0", "Grim"
"2024-06-16 17:04:36", "1285461", "eb07459fd96c7765fc489eaad201640eff8d6457", "sha1_hash", "payload", "win.luca_stealer", "None", "Luca Stealer", "", "95", "None", "None", "0", "Grim"
"2024-06-16 17:04:35", "1285459", "03f84e09687b4311d9367965fbe59e34a9202f1d7ab9cafc0872a16c6077621e", "sha256_hash", "payload", "win.luca_stealer", "None", "Luca Stealer", "", "95", "None", "None", "0", "Grim"
"2024-06-16 17:04:33", "1285458", "9268fd2bc053c2133c546ce03f9c0dee097e91fb", "sha1_hash", "payload", "win.luca_stealer", "None", "Luca Stealer", "", "95", "None", "None", "0", "Grim"
"2024-06-16 17:04:32", "1285456", "311198eeb76c5cb081151452a73159c194300121515e3fd875429152ae7761aa", "sha256_hash", "payload", "win.ghost_rat", "Farfli,Gh0st RAT,PCRat", "Ghost RAT", "", "95", "None", "None", "0", "Grim"
"2024-06-16 17:04:32", "1285457", "eb896b51453c804f14c11eee64c0ff79", "md5_hash", "payload", "win.ghost_rat", "Farfli,Gh0st RAT,PCRat", "Ghost RAT", "", "95", "None", "None", "0", "Grim"
"2024-06-16 17:04:29", "1285454", "c3cecbd238774e0ac01a738206b93c8f", "md5_hash", "payload", "win.socks5_systemz", "None", "Socks5 Systemz", "", "95", "None", "None", "0", "Grim"
"2024-06-16 17:04:29", "1285455", "e13b7ab9b10d698bb766141fccae0e7cf19c7195", "sha1_hash", "payload", "win.ghost_rat", "Farfli,Gh0st RAT,PCRat", "Ghost RAT", "", "95", "None", "None", "0", "Grim"
"2024-06-16 17:04:28", "1285453", "0452c003c4793d304121fdc3fa8ddf9f39f4eccc452fe1506dc89998c2e6129a", "sha256_hash", "payload", "win.socks5_systemz", "None", "Socks5 Systemz", "", "95", "None", "None", "0", "Grim"
"2024-06-16 17:04:26", "1285452", "02fa11f4a2cdf1240efc0b61b2c4b7b6a1b28ae9", "sha1_hash", "payload", "win.socks5_systemz", "None", "Socks5 Systemz", "", "95", "None", "None", "0", "Grim"
"2024-06-16 17:04:25", "1285450", "1420b45b7ca1b037bc1e4c2653065fa46069dc3c7d271557c7f6f26801323b32", "sha256_hash", "payload", "win.luca_stealer", "None", "Luca Stealer", "", "95", "None", "None", "0", "Grim"
"2024-06-16 17:04:25", "1285451", "3ce6c1f599dd930453ae0cfeffcef60d", "md5_hash", "payload", "win.luca_stealer", "None", "Luca Stealer", "", "95", "None", "None", "0", "Grim"
"2024-06-16 17:04:22", "1285449", "12a5acbd7b8939090e443657cbc755e40d6f7903", "sha1_hash", "payload", "win.luca_stealer", "None", "Luca Stealer", "", "95", "None", "None", "0", "Grim"
"2024-06-16 17:04:21", "1285448", "132c8a585cbe28460ea7ddd653ae81a3", "md5_hash", "payload", "win.nitol", "None", "Nitol", "", "95", "None", "None", "0", "Grim"
"2024-06-16 17:04:20", "1285447", "8ff4a66cbb6e2c5d533470e6b3c01dc0658f859a291604158df7f631ded35e2d", "sha256_hash", "payload", "win.nitol", "None", "Nitol", "", "95", "None", "None", "0", "Grim"
"2024-06-16 17:04:18", "1285446", "11b90d9030f473577e9484617803481ff3aa3a66", "sha1_hash", "payload", "win.nitol", "None", "Nitol", "", "95", "None", "None", "0", "Grim"
"2024-06-16 17:04:17", "1285444", "4833f6e7b2beb3821ccd544a936f3d6db6403ee58c05038f15f2d1544f2acd3c", "sha256_hash", "payload", "win.quasar_rat", "CinaRAT,QuasarRAT,Yggdrasil", "Quasar RAT", "", "95", "None", "None", "0", "Grim"
"2024-06-16 17:04:17", "1285445", "35dea5908c411c55232760a766992b4d", "md5_hash", "payload", "win.quasar_rat", "CinaRAT,QuasarRAT,Yggdrasil", "Quasar RAT", "", "95", "None", "None", "0", "Grim"
"2024-06-16 17:04:14", "1285443", "803e87e294445707b2480e0f6eeb21990be7522e", "sha1_hash", "payload", "win.quasar_rat", "CinaRAT,QuasarRAT,Yggdrasil", "Quasar RAT", "", "95", "None", "None", "0", "Grim"
"2024-06-16 16:09:35", "1285442", "43.138.181.202:50050", "ip:port", "botnet_cc", "win.cobalt_strike", "Agentemis,BEACON,CobaltStrike,cobeacon", "Cobalt Strike", "", "80", "None", "c2,cobalt_strike", "0", "malpulse"
"2024-06-16 16:09:13", "1285441", "39.105.126.81:50050", "ip:port", "botnet_cc", "win.cobalt_strike", "Agentemis,BEACON,CobaltStrike,cobeacon", "Cobalt Strike", "", "80", "None", "c2,cobalt_strike", "0", "malpulse"
"2024-06-16 16:08:22", "1285440", "47.121.117.100:50050", "ip:port", "botnet_cc", "win.cobalt_strike", "Agentemis,BEACON,CobaltStrike,cobeacon", "Cobalt Strike", "", "80", "None", "c2,cobalt_strike", "0", "malpulse"
"2024-06-16 16:06:36", "1285439", "94.247.42.62:443", "ip:port", "botnet_cc", "win.gozi", "CRM,Gozi CRM,Papras,Snifula,Ursnif", "Gozi", "", "80", "None", "c2,gozi", "0", "malpulse"
"2024-06-16 16:05:12", "1285438", "94.156.8.106:50555", "ip:port", "botnet_cc", "apk.hook", "None", "Hook", "", "80", "None", "c2,hook", "0", "malpulse"
"2024-06-16 16:03:49", "1285437", "47.96.184.137:8080", "ip:port", "botnet_cc", "win.cobalt_strike", "Agentemis,BEACON,CobaltStrike,cobeacon", "Cobalt Strike", "", "80", "None", "c2,cobalt_strike", "0", "malpulse"
"2024-06-16 16:03:42", "1285436", "117.72.41.241:80", "ip:port", "botnet_cc", "win.cobalt_strike", "Agentemis,BEACON,CobaltStrike,cobeacon", "Cobalt Strike", "", "80", "None", "c2,cobalt_strike", "0", "malpulse"
"2024-06-16 16:03:34", "1285435", "188.166.210.23:80", "ip:port", "botnet_cc", "win.cobalt_strike", "Agentemis,BEACON,CobaltStrike,cobeacon", "Cobalt Strike", "", "80", "None", "c2,cobalt_strike", "0", "malpulse"
"2024-06-16 16:00:23", "1285434", "149.0.1.32:4444", "ip:port", "botnet_cc", "win.venom", "None", "Venom RAT", "", "80", "None", "c2,venom", "0", "malpulse"
"2024-06-16 14:42:03", "1285430", "ieee-ecce.info", "domain", "botnet_cc", "win.cobalt_strike", "Agentemis,BEACON,CobaltStrike,cobeacon", "Cobalt Strike", "2024-06-16 22:42:02", "75", "https://threatview.io/Downloads/High-Confidence-CobaltstrikeC2_platforms.txt", "CobaltStrike,threatview-io", "0", "abuse_ch"
"2024-06-16 14:42:03", "1285431", "kauzalvip.com", "domain", "botnet_cc", "win.cobalt_strike", "Agentemis,BEACON,CobaltStrike,cobeacon", "Cobalt Strike", "2024-06-16 22:42:02", "75", "https://threatview.io/Downloads/High-Confidence-CobaltstrikeC2_platforms.txt", "CobaltStrike,threatview-io", "0", "abuse_ch"
"2024-06-16 14:42:03", "1285432", "nakit-yok.org", "domain", "botnet_cc", "win.cobalt_strike", "Agentemis,BEACON,CobaltStrike,cobeacon", "Cobalt Strike", "2024-06-16 22:42:03", "75", "https://threatview.io/Downloads/High-Confidence-CobaltstrikeC2_platforms.txt", "CobaltStrike,threatview-io", "0", "abuse_ch"
"2024-06-16 14:42:03", "1285433", "nathanhr.services", "domain", "botnet_cc", "win.cobalt_strike", "Agentemis,BEACON,CobaltStrike,cobeacon", "Cobalt Strike", "2024-06-16 22:42:03", "75", "https://threatview.io/Downloads/High-Confidence-CobaltstrikeC2_platforms.txt", "CobaltStrike,threatview-io", "0", "abuse_ch"
"2024-06-16 13:50:30", "1285429", "103.185.248.178:443", "ip:port", "botnet_cc", "win.cobalt_strike", "Agentemis,BEACON,CobaltStrike,cobeacon", "Cobalt Strike", "", "100", "None", "CobaltStrike,cs-watermark-100000,HFTCL-AS-AP High Family Technology Co. Limited", "0", "drb_ra"
"2024-06-16 13:50:29", "1285428", "http://103.185.248.178/ga.js", "url", "botnet_cc", "win.cobalt_strike", "Agentemis,BEACON,CobaltStrike,cobeacon", "Cobalt Strike", "", "100", "None", "CobaltStrike,cs-watermark-100000,HFTCL-AS-AP High Family Technology Co. Limited", "0", "drb_ra"
"2024-06-16 13:50:12", "1285427", "http://47.120.32.114:9999/jquery-3.3.1.min.js", "url", "botnet_cc", "win.cobalt_strike", "Agentemis,BEACON,CobaltStrike,cobeacon", "Cobalt Strike", "", "100", "None", "CobaltStrike,cs-watermark-987654321,Hangzhou Alibaba Advertising Co.Ltd.", "0", "drb_ra"
"2024-06-16 13:33:32", "1285426", "5.188.88.20:443", "ip:port", "payload_delivery", "js.fakeupdates", "FakeUpdate,SocGholish", "FAKEUPDATES", "", "100", "None", "KeitaroTDS,SocGholish", "0", "threatcat_ch"
"2024-06-16 12:40:04", "1285425", "http://42.239.152.112:40394/Mozi.m", "url", "payload_delivery", "elf.mozi", "None", "Mozi", "", "50", "None", "None", "0", "sicehicetf"
"2024-06-16 10:13:03", "1285424", "165.227.208.119:443", "ip:port", "botnet_cc", "win.cobalt_strike", "Agentemis,BEACON,CobaltStrike,cobeacon", "Cobalt Strike", "", "100", "None", "CobaltStrike,cs-watermark-487077522,DIGITALOCEAN-ASN", "0", "drb_ra"
"2024-06-16 10:13:02", "1285423", "evolved-fashion.azurewebsites.net", "domain", "botnet_cc", "win.cobalt_strike", "Agentemis,BEACON,CobaltStrike,cobeacon", "Cobalt Strike", "", "100", "None", "CobaltStrike,cs-watermark-487077522,DIGITALOCEAN-ASN", "0", "drb_ra"
"2024-06-16 10:13:01", "1285422", "https://evolved-fashion.azurewebsites.net/geo.php", "url", "botnet_cc", "win.cobalt_strike", "Agentemis,BEACON,CobaltStrike,cobeacon", "Cobalt Strike", "", "100", "None", "CobaltStrike,cs-watermark-487077522,DIGITALOCEAN-ASN", "0", "drb_ra"
"2024-06-16 10:12:52", "1285421", "103.185.248.178:80", "ip:port", "botnet_cc", "win.cobalt_strike", "Agentemis,BEACON,CobaltStrike,cobeacon", "Cobalt Strike", "", "100", "None", "CobaltStrike,cs-watermark-100000,HFTCL-AS-AP High Family Technology Co. Limited", "0", "drb_ra"
"2024-06-16 10:12:51", "1285420", "http://103.185.248.178/visit.js", "url", "botnet_cc", "win.cobalt_strike", "Agentemis,BEACON,CobaltStrike,cobeacon", "Cobalt Strike", "", "100", "None", "CobaltStrike,cs-watermark-100000,HFTCL-AS-AP High Family Technology Co. Limited", "0", "drb_ra"
"2024-06-16 09:00:19", "1285419", "45.141.87.16:15647", "ip:port", "botnet_cc", "win.sectop_rat", "1xxbot,ArechClient", "SectopRAT", "", "100", "None", "Arechclient2", "0", "abuse_ch"
"2024-06-16 08:57:59", "1285418", "134.175.233.55:80", "ip:port", "botnet_cc", "win.cobalt_strike", "Agentemis,BEACON,CobaltStrike,cobeacon", "Cobalt Strike", "", "100", "None", "CobaltStrike,cs-watermark-987654321,Shenzhen Tencent Computer Systems Company Limited", "0", "drb_ra"
"2024-06-16 08:57:58", "1285417", "http://134.175.233.55/dpixel", "url", "botnet_cc", "win.cobalt_strike", "Agentemis,BEACON,CobaltStrike,cobeacon", "Cobalt Strike", "", "100", "None", "CobaltStrike,cs-watermark-987654321,Shenzhen Tencent Computer Systems Company Limited", "0", "drb_ra"
"2024-06-16 08:57:52", "1285415", "https://101.35.252.242/pixel", "url", "botnet_cc", "win.cobalt_strike", "Agentemis,BEACON,CobaltStrike,cobeacon", "Cobalt Strike", "", "100", "None", "CobaltStrike,cs-watermark-987654321,Shenzhen Tencent Computer Systems Company Limited", "0", "drb_ra"
"2024-06-16 08:57:52", "1285416", "101.35.252.242:443", "ip:port", "botnet_cc", "win.cobalt_strike", "Agentemis,BEACON,CobaltStrike,cobeacon", "Cobalt Strike", "", "100", "None", "CobaltStrike,cs-watermark-987654321,Shenzhen Tencent Computer Systems Company Limited", "0", "drb_ra"
"2024-06-16 08:57:40", "1285414", "monitor.kdkz1213.icu", "domain", "botnet_cc", "win.cobalt_strike", "Agentemis,BEACON,CobaltStrike,cobeacon", "Cobalt Strike", "", "100", "None", "CobaltStrike,cs-watermark-1234567890,M247 Europe SRL", "0", "drb_ra"
"2024-06-16 08:57:39", "1285412", "api.kdkz1213.icu", "domain", "botnet_cc", "win.cobalt_strike", "Agentemis,BEACON,CobaltStrike,cobeacon", "Cobalt Strike", "", "100", "None", "CobaltStrike,cs-watermark-1234567890,M247 Europe SRL", "0", "drb_ra"
"2024-06-16 08:57:39", "1285413", "https://monitor.kdkz1213.icu/api/get", "url", "botnet_cc", "win.cobalt_strike", "Agentemis,BEACON,CobaltStrike,cobeacon", "Cobalt Strike", "", "100", "None", "CobaltStrike,cs-watermark-1234567890,M247 Europe SRL", "0", "drb_ra"
"2024-06-16 08:57:38", "1285411", "https://api.kdkz1213.icu/api/get", "url", "botnet_cc", "win.cobalt_strike", "Agentemis,BEACON,CobaltStrike,cobeacon", "Cobalt Strike", "", "100", "None", "CobaltStrike,cs-watermark-1234567890,M247 Europe SRL", "0", "drb_ra"
"2024-06-16 08:56:51", "1285410", "34.146.210.28:2087", "ip:port", "botnet_cc", "win.cobalt_strike", "Agentemis,BEACON,CobaltStrike,cobeacon", "Cobalt Strike", "", "100", "None", "CobaltStrike,cs-watermark-987654321,Google LLC", "0", "drb_ra"
"2024-06-16 08:56:50", "1285408", "http://appstore.windowsupdate.shop:2087/jquery-3.3.1.min.js", "url", "botnet_cc", "win.cobalt_strike", "Agentemis,BEACON,CobaltStrike,cobeacon", "Cobalt Strike", "", "100", "None", "CobaltStrike,cs-watermark-987654321,Google LLC", "0", "drb_ra"
"2024-06-16 08:56:50", "1285409", "appstore.windowsupdate.shop", "domain", "botnet_cc", "win.cobalt_strike", "Agentemis,BEACON,CobaltStrike,cobeacon", "Cobalt Strike", "", "100", "None", "CobaltStrike,cs-watermark-987654321,Google LLC", "0", "drb_ra"
"2024-06-16 08:56:33", "1285407", "http://139.198.187.234:9999/j.ad", "url", "botnet_cc", "win.cobalt_strike", "Agentemis,BEACON,CobaltStrike,cobeacon", "Cobalt Strike", "", "100", "None", "CobaltStrike,cs-watermark-100000,YUNIFY-NET Yunify Technologies Inc.", "0", "drb_ra"
"2024-06-16 08:55:54", "1285406", "http://47.120.32.114:7777/jquery-3.3.1.min.js", "url", "botnet_cc", "win.cobalt_strike", "Agentemis,BEACON,CobaltStrike,cobeacon", "Cobalt Strike", "", "100", "None", "CobaltStrike,cs-watermark-987654321,Hangzhou Alibaba Advertising Co.Ltd.", "0", "drb_ra"
"2024-06-16 08:41:15", "1285405", "http://43.153.222.28:433/activity", "url", "botnet_cc", "win.cobalt_strike", "Agentemis,BEACON,CobaltStrike,cobeacon", "Cobalt Strike", "", "100", "None", "CobaltStrike,cs-watermark-100000,TENCENT-NET-AP-CN Tencent Building Kejizhongyi Avenue", "0", "drb_ra"
"2024-06-16 08:40:55", "1285404", "https://43.153.222.28:4545/ca", "url", "botnet_cc", "win.cobalt_strike", "Agentemis,BEACON,CobaltStrike,cobeacon", "Cobalt Strike", "", "100", "None", "CobaltStrike,cs-watermark-100000,TENCENT-NET-AP-CN Tencent Building Kejizhongyi Avenue", "0", "drb_ra"
"2024-06-16 08:36:25", "1285403", "http://47.108.239.86:8080/load", "url", "botnet_cc", "win.cobalt_strike", "Agentemis,BEACON,CobaltStrike,cobeacon", "Cobalt Strike", "", "100", "None", "ALIBABA-CN-NET Hangzhou Alibaba Advertising Co.Ltd.,CobaltStrike,cs-watermark-987654321", "0", "drb_ra"
"2024-06-16 08:35:16", "1285402", "https://103.150.10.45:9443/match", "url", "botnet_cc", "win.cobalt_strike", "Agentemis,BEACON,CobaltStrike,cobeacon", "Cobalt Strike", "", "100", "None", "CobaltStrike,cs-watermark-391144938,Nanjing Jiangsu Province P.R.China.", "0", "drb_ra"
"2024-06-16 08:34:47", "1285401", "https://47.108.239.86/match", "url", "botnet_cc", "win.cobalt_strike", "Agentemis,BEACON,CobaltStrike,cobeacon", "Cobalt Strike", "", "100", "None", "ALIBABA-CN-NET Hangzhou Alibaba Advertising Co.Ltd.,CobaltStrike,cs-watermark-987654321", "0", "drb_ra"
"2024-06-16 08:25:52", "1285399", "https://checkupgpt.net/jquery-3.3.1.min.js", "url", "botnet_cc", "win.cobalt_strike", "Agentemis,BEACON,CobaltStrike,cobeacon", "Cobalt Strike", "", "100", "None", "Cloudie Limited,CobaltStrike,cs-watermark-0", "0", "drb_ra"
"2024-06-16 08:25:52", "1285400", "checkupgpt.net", "domain", "botnet_cc", "win.cobalt_strike", "Agentemis,BEACON,CobaltStrike,cobeacon", "Cobalt Strike", "2024-06-16 21:14:27", "100", "None", "Cloudie Limited,CobaltStrike,cs-watermark-0", "0", "drb_ra"
"2024-06-16 08:24:53", "1285397", "https://sydnc.net/functionalStatus/aiSiGus9nhmsI6AlwCXw9p", "url", "botnet_cc", "win.cobalt_strike", "Agentemis,BEACON,CobaltStrike,cobeacon", "Cobalt Strike", "", "100", "None", "CobaltStrike,cs-watermark-987654321,Kakharov Orinbassar Maratuly", "0", "drb_ra"
"2024-06-16 08:24:53", "1285398", "sydnc.net", "domain", "botnet_cc", "win.cobalt_strike", "Agentemis,BEACON,CobaltStrike,cobeacon", "Cobalt Strike", "2024-06-16 21:14:32", "100", "None", "CobaltStrike,cs-watermark-987654321,Kakharov Orinbassar Maratuly", "0", "drb_ra"
"2024-06-16 08:15:16", "1285396", "http://a0993445.xsph.ru/12c5a512.php", "url", "botnet_cc", "win.dcrat", "DarkCrystal RAT", "DCRat", "", "100", "None", "DCRat", "0", "abuse_ch"
"2024-06-16 08:00:36", "1285394", "https://jaffioptru.me/ZWU1ZTRhMzU1Zjdi/", "url", "botnet_cc", "apk.coper", "ExobotCompact,Octo", "Coper", "", "80", "None", "apk,Coper", "0", "myonium1"
"2024-06-16 08:00:36", "1285395", "https://jaffioptru.biz/ZWU1ZTRhMzU1Zjdi/", "url", "botnet_cc", "apk.coper", "ExobotCompact,Octo", "Coper", "", "80", "None", "apk,Coper", "0", "myonium1"
"2024-06-16 06:51:27", "1285393", "185.62.86.134:1411", "ip:port", "botnet_cc", "win.asyncrat", "None", "AsyncRAT", "", "50", "https://search.censys.io/hosts/185.62.86.134", "AsyncRAT,THINKSYSTEMSUK-ASN", "0", "drb_ra"
"2024-06-16 06:50:09", "1285392", "94.156.8.137:80", "ip:port", "botnet_cc", "unknown", "None", "Unknown malware", "", "50", "https://search.censys.io/hosts/94.156.8.137", "Hookbot Pegasus,NETRESEARCH", "0", "drb_ra"
"2024-06-16 06:49:57", "1285391", "185.216.70.62:80", "ip:port", "botnet_cc", "unknown", "None", "Unknown malware", "2024-06-16 16:05:14", "50", "https://search.censys.io/hosts/185.216.70.62", "Hookbot Pegasus,NETRESEARCH", "0", "drb_ra"
"2024-06-16 06:48:38", "1285390", "2.50.34.69:22", "ip:port", "botnet_cc", "win.qakbot", "Oakboat,Pinkslipbot,Qbot,Quakbot", "QakBot", "2024-06-16 18:48:19", "50", "https://search.censys.io/hosts/2.50.34.69", "EMIRATES-INTERNET Emirates Internet,Qakbot", "0", "drb_ra"
"2024-06-16 06:48:34", "1285389", "175.10.44.100:4432", "ip:port", "botnet_cc", "win.qakbot", "Oakboat,Pinkslipbot,Qbot,Quakbot", "QakBot", "", "50", "https://search.censys.io/hosts/175.10.44.100", "CHINANET-BACKBONE No.31Jin-rong Street,Qakbot", "0", "drb_ra"
